rental service representative in video tapes and disks,http://data.europa.eu/esco/occupation/d6b339ed-8dc9-4281-8c91-c8287eceee40,
rental service representative in machinery, equipment and tangible goods,http://data.europa.eu/esco/occupation/009d29de-5872-43be-8d9b-abd27f8c99f1
rental service representative in water transport equipment,http://data.europa.eu/esco/occupation/4e7a3641-7bd3-4290-9f0c-0e7ca776fb0e,
rental service representative in air transport equipment,http://data.europa.eu/esco/occupation/601db24d-cc02-48f3-9939-8c8b41b34ef7,
rental service representative in construction and civil engineering machinery,http://data.europa.eu/esco/occupation/8dded776-dc04-4099-a32c-7c5a41ee00e1,
rental service representative in personal and household goods,http://data.europa.eu/esco/occupation/2bedd02b-aeeb-4ed8-b1ae-29a706638414,
rental service representative in office machinery and equipment,http://data.europa.eu/esco/occupation/56245067-16f0-43e7-84fa-4a1e794a6ac0,
shop assistant,http://data.europa.eu/esco/occupation/0b15375e-dfdd-4047-9efb-096e0aaee7d2,
guide,http://data.europa.eu/esco/occupation/b476f45f-2c79-44d5-a4d7-fa357aa83074,
mountain guide,http://data.europa.eu/esco/occupation/86e8e172-234d-4e85-b9ae-6a4aecc2c321,
vlogger,http://data.europa.eu/esco/occupation/51ec004e-aec8-4f89-b114-952bcc56b0b0,
blogger,http://data.europa.eu/esco/occupation/ac80b511-fd22-4edf-8570-e531704778bd,
online community manager,http://data.europa.eu/esco/occupation/137b1d11-c4bc-4016-89ba-45345d4c71f0,
community social worker,http://data.europa.eu/esco/occupation/ce53a1b2-2fec-4d04-9390-47fb3dd525f0,
matrose,http://data.europa.eu/esco/occupation/bd22a34c-1dc2-48df-a254-66e5d03dec12,
decksman,http://data.europa.eu/esco/occupation/ddb3e6a4-5bae-480a-a49a-748f93022892,
passenger fare controller,http://data.europa.eu/esco/occupation/7720f392-6ea0-4455-a805-7b7eef38a709,
helmsman,http://data.europa.eu/esco/occupation/6474e4d4-e3a6-4e88-83ee-971ebbf954e9,
assistant outdoor animator,http://data.europa.eu/esco/occupation/4dceca8d-9faf-487b-b342-c9d7dc209533,
outdoor animator,http://data.europa.eu/esco/occupation/67d8c64f-e0d9-4e0b-be8b-510f9e20e698,
outdoor activities coordinator,http://data.europa.eu/esco/occupation/6e298596-882b-4687-a0cf-3eb37f8fd328,
specialised outdoor animator,http://data.europa.eu/esco/occupation/a1b32703-a2e5-4e0a-910f-7cdd0293b52d,
activity leader,http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7,
restaurant host/restaurant hostess,http://data.europa.eu/esco/occupation/a1b86a8b-ad91-4192-b386-bbf89bb11699,
survival instructor,http://data.europa.eu/esco/occupation/52a769ab-c899-4e8c-b31d-e5c2a01f32e3,
product manager,http://data.europa.eu/esco/occupation/9f508305-80ce-4111-8722-f2c9b4a44890,
flight attendant,http://data.europa.eu/esco/occupation/f20d3ae6-baeb-482c-b68d-c2fb115e5dde,
customer experience manager,http://data.europa.eu/esco/occupation/9c9752b7-3e3b-4a08-8553-b63a013f8072,
restaurant manager,http://data.europa.eu/esco/occupation/d5eb6150-bbff-4a9c-9d0c-21eab4dbe2b6,
railway passenger service agent,http://data.europa.eu/esco/occupation/9653fb92-ad48-4865-a471-f270302fa93b,
bed and breakfast operator,http://data.europa.eu/esco/occupation/2171a849-4065-411c-8390-835b7782ed8b,
road operations manager,http://data.europa.eu/esco/occupation/4ea620f2-5c75-49ee-85a0-b2fb6bbf3624,
ground steward/ground stewardess,http://data.europa.eu/esco/occupation/7153a12d-85e0-4123-87e9-46bb1a2dc929,
train conductor,http://data.europa.eu/esco/occupation/ea034d66-0d35-4891-b82c-6434cad2c76f,
cabin crew manager,http://data.europa.eu/esco/occupation/95f56fc4-99f9-49da-b942-1dfbc857e933,
guide,http://data.europa.eu/esco/occupation/b476f45f-2c79-44d5-a4d7-fa357aa83074,
